"chemical","error","Stat_Pt","Jobs","imag","HF","Gibbs_Gas","Gibbs_Water","Gibbs_Oct","Enthalpy_Gas","Enthalpy_Water","Enthalpy_Oct","Volume","Radius","Etherm","Cv","S","qp","qm","alpha_avg","quad_avg","log_Kow","kow_vol","kow_rad"
"poly_ethyl_acrylate_1M",NA,"Yes",8,0,"-347.021946",-346.907971,-346.912348,-346.915091,-346.8646,-346.869112,-346.872091,86.421,7.7,98.143,28.945,91.282,0.08329,-0.504592,58.4819666666667,-41.701,1.26058719922509,0.0145865842703173,0.163712623275986
"poly_ethyl_methacrylate_1M",NA,"Yes",8,0,"-386.3356332",-386.195055,-386.198969,-386.202728,-386.14852,-386.152302,-386.156317,101.256,8.07,116.823,34.318,97.941,0.083914,-0.494407,68.819,-50.2453,1.72750538894408,0.017060770610572,0.214065103958374
"poly_ethylene_1M",NA,"Yes",8,0,"-79.8304207",-79.77829,-79.775503,-79.779181,-79.750766,-79.747984,-79.751654,37.917,6.08,49.392,9.987,57.93,0.00965,-0.02855,29.7447333333333,-14.8860666666667,1.69028061200358,0.0445784374292158,0.278006679605852
"poly_ethylene_terephthalate_1M",NA,"Yes",8,0,"-688.0075789",-687.861206,-687.879787,-687.87956,-687.806447,-687.824855,-687.824999,126.155,8.61,125.619,47.583,115.249,0.359437,-0.509886,115.558333333333,-76.1349666666667,-0.10432128844958,-0.000826929479208753,-0.012116293664295
"poly_heptafluoropropyl_ethylene_1M",NA,"Yes",8,0,"-892.4287566",-892.361026,-892.355688,-892.36291,-892.30958,-892.304655,-892.311756,100.823,8.06,74.192,41.755,108.277,0.065531,-0.200885,54.7414,-67.1607333333333,3.31897949429824,0.032918872621309,0.411784056364546
"poly_hexafluoropropylene_1M",NA,"Yes",8,0,"-714.5530119",-714.52838,-714.528109,-714.532863,-714.485109,-714.484538,-714.489477,73.819,7.35,42.017,27.816,91.072,0.152779,-0.189648,34.0948666666667,-47.9022,2.18477271059278,0.0295963466125629,0.297247987835752
"poly_isobutyl_acrylate_1M",NA,"Yes",8,0,"-425.6502847",-425.483581,-425.486971,-425.491936,-425.433478,-425.437246,-425.442256,118.772,8.46,135.455,39.236,105.45,0.101479,-0.511272,79.6745,-53.6789,2.28174095667697,0.019211101578461,0.26970933294054
"poly_isobutyl_methacrylate_1M",NA,"Yes",8,0,"-464.9638013",-464.771369,-464.773642,-464.779259,-464.717219,-464.720344,-464.726157,128.08,8.65,154.14,44.605,113.968,0.095851,-0.504883,90.1994333333333,-58.9959,2.58137743275966,0.0201544146842572,0.298425136735221
"poly_isobutylene_1M",NA,"Yes",8,0,"-158.4588096",-158.354029,-158.350746,-158.356435,-158.319785,-158.316516,-158.322194,62.46,7.01,86.647,20.029,72.072,0.067,-0.321975,43.8563333333333,-28.2742,2.61446612336474,0.0418582472520771,0.372962357113372
"poly_isoprene_1M",NA,"Yes",8,0,"-196.5435786",-196.436479,-196.434243,-196.440048,-196.398935,-196.396563,-196.402334,70.96,7.27,90.173,23.654,79.019,0.121805,-0.286487,54.5662333333333,-32.6813666666667,2.66777568044197,0.0375954859137821,0.366956764847589
"poly_isopropyl_methacrylate_1M",NA,"Yes",8,0,"-425.6532908",-425.486352,-425.489871,-425.49534,-425.436816,-425.440402,-425.445605,107.212,8.2,135.248,39.918,104.259,0.105928,-0.533027,79.4886,-54.5748666666667,2.51336179093858,0.0234429148876859,0.306507535480315
"poly_methyl_acrylate_1M",NA,"Yes",8,0,"-307.7031869",-307.615958,-307.620213,-307.621851,-307.575735,-307.580329,-307.582006,71.936,7.3,79.385,24.177,84.657,0.062447,-0.515768,47.6952666666667,-34.5541,0.752767711389436,0.0104644087993416,0.103118864573895
"poly_methyl_methacrylate_1M",NA,"Yes",8,0,"-347.0168431",-346.903024,-346.906663,-346.909124,-346.859618,-346.863453,-346.866157,85.808,7.68,98.068,29.552,91.355,0.079493,-0.508315,58.1218666666667,-39.7329333333333,1.13098982768203,0.013180470675019,0.147264300479431
"poly_n_butyl_acrylamide_1M",NA,"Yes",8,0,"-405.781892",-405.603255,-405.61382,-405.617754,-405.551813,-405.562804,-405.56655,125.835,8.6,143.784,39.926,108.269,0.321454,-0.631747,84.0178,-56.5206,1.80792928973879,0.0143674596871999,0.210224336016139
"poly_n_butyl_acrylate_1M",NA,"Yes",8,0,"-425.6493504",-425.482686,-425.486824,-425.492189,-425.432007,-425.436148,-425.441285,119.796,8.48,135.792,38.607,106.662,0.049212,-0.497064,80.2043666666667,-52.7087,2.46556701560273,0.0205813801429324,0.290750827311643
"poly_n_butyl_ether_1M",NA,"Yes",8,0,"-312.2906433",-312.130663,-312.131406,-312.137413,-312.085476,-312.086221,-312.092227,83.008,7.61,128.152,32.314,95.103,0.08166,-0.448832,70.1443333333333,-44.6539333333333,2.76060784019727,0.0332571299175654,0.362760557187551
"poly_n_heptyl_acrylate_1M",NA,"Yes",8,0,"-543.5905772",-543.344904,-543.347897,-543.356431,-543.283379,-543.28672,-543.295007,149.242,9.05,192.177,53.101,129.489,0.054557,-0.498252,113.3357,-73.0942,3.92192896763327,0.0262789896117264,0.433362316865554
"poly_n_hexyl_acrylate_1M",NA,"Yes",8,0,"-504.2768574",-504.057491,-504.060715,-504.068029,-503.999615,-504.003224,-504.010435,142.393,8.92,173.38,48.271,121.812,0.057389,-0.501297,102.2464,-66.4330666666667,3.36125948782739,0.0236055107191182,0.376822812536703
"poly_n_nonyl_acrylate_1M",NA,"Yes",8,0,"-622.21801",-621.919722,-621.921668,-621.932212,-621.85092,-621.853699,-621.864074,183.602,9.63,229.76,62.769,144.805,0.054513,-0.504045,135.557,-86.7076,4.84565491385475,0.0263921684614261,0.503183272466745
"poly_n_octyl_acrylate_1M",NA,"Yes",8,0,"-582.9042961",-582.632238,-582.63486,-582.6447,-582.567149,-582.570225,-582.579588,175.109,9.49,210.971,57.931,136.992,0.051816,-0.496283,124.427333333333,-80.0268333333333,4.52212105003882,0.0258246066737793,0.4765143361474
"poly_n_octyl_methacrylate_1M",NA,"Yes",8,0,"-622.2179837",-621.919354,-621.92153,-621.931811,-621.851063,-621.853412,-621.863802,178.143,9.54,229.654,63.3,143.73,0.078771,-0.488841,134.859,-89.1778,4.72478928008957,0.026522452636868,0.495260930826999
"poly_n_propyl_acrylate_1M",NA,"Yes",8,0,"-386.3357338",-386.195387,-386.199253,-386.203422,-386.148366,-386.15268,-386.156771,105.35,8.16,116.982,33.796,98.963,0.0789,-0.505201,69.3608666666667,-47.2723666666667,1.91592709935801,0.0181863037433128,0.234794987666423
"poly_n_propyl_methacrylate_1M",NA,"Yes",8,0,"-425.6494202",-425.482434,-425.486106,-425.490929,-425.432278,-425.43585,-425.440958,121.145,8.51,135.666,39.163,105.561,0.081469,-0.492828,79.7428666666667,-61.1426,2.21648270573311,0.0182961137953123,0.260456252142551
"poly_neopentyl_methacrylate_1M",NA,"Yes",8,0,"-504.2778579",-504.058469,-504.061247,-504.067689,-504.002202,-504.005021,-504.011917,142.872,8.93,172.384,50.534,118.424,0.097538,-0.521433,100.9273,-66.4704666666667,2.96051867931855,0.0207214757217548,0.331525048075985
"poly_p_methyl_styrene_1M",NA,"Yes",8,0,"-350.1981135",-350.04876,-350.047967,-350.055738,-350.003071,-350.002524,-350.01033,110.574,8.28,121.798,33.86,96.16,0.110791,-0.231621,91.2256666666667,-53.2028666666667,3.57128076016517,0.0322976536994697,0.431314101469223
"poly_propylene_1M",NA,"Yes",8,0,"-119.1442427",-119.065769,-119.062875,-119.067688,-119.034667,-119.03179,-119.036604,54.847,6.75,68.167,14.666,65.459,0.049692,-0.221978,33.4557,-21.5393333333333,2.21188705426454,0.0403283142973096,0.327686971002154
"poly_propylene_oxide_1M",NA,"Yes",8,0,"-194.3533102",-194.272197,-194.279016,-194.281011,-194.238447,-194.245252,-194.247127,61.051,6.96,71.486,18.841,71.034,0.383133,-0.661073,36.8412666666667,-24.8672,0.916832468989237,0.0150174848731264,0.131728803015695
"poly_sec_butyl_methacrylate_1M",NA,"Yes",8,0,"-464.9668901",-464.773464,-464.776831,-464.783193,-464.720431,-464.723676,-464.729884,138.394,8.85,154.063,44.784,111.617,0.13552,-0.536122,89.8987666666667,-57.5508,2.92375346751772,0.0211263022061485,0.33036762344833
"poly_styrene_1M",NA,"Yes",8,0,"-310.8802289",-310.755055,-310.755264,-310.761975,-310.714584,-310.714722,-310.72155,91.228,7.82,103.351,27.816,85.179,0.104588,-0.153438,78.1116333333333,-47.6058333333333,3.08414170396095,0.0338069639141596,0.394391522245646
"poly_tert_butyl_acrylate_1M",NA,"Yes",8,0,"-425.653683",-425.486919,-425.490211,-425.495002,-425.438086,-425.441431,-425.446409,119.432,8.47,134.697,40.582,102.777,0.105434,-0.615885,79.5596666666667,-56.0647,2.20177662102846,0.0184353993990593,0.259950014289074
"poly_vinyl_acetate_1M",NA,"Yes",8,0,"-307.707233",-307.620076,-307.624503,-307.626344,-307.579947,-307.584735,-307.586584,81.009,7.56,79.281,24.152,84.459,0.123553,-0.520288,47.8675666666667,-38.6867666666667,0.846059436303993,0.0104440177795553,0.111912623849735
"poly_vinyl_chloride_1M",NA,"Yes",8,0,"-539.4262585",-539.385364,-539.387276,-539.391574,-539.35417,-539.35605,-539.360362,57.269,6.83,44.644,12.417,65.654,0.065573,-0.226176,31.4261666666667,-29.0160666666667,1.97521100334896,0.0344900557605155,0.289196340168223
"poly_vinyl_chloroacetate_1M",NA,"Yes",8,0,"-767.2935512",-767.218028,-767.223879,-767.226978,-767.173835,-767.18096,-767.183985,84.79,7.66,74.531,26.605,93.011,0.154797,-0.508333,56.9271333333333,-51.3548333333333,1.42419239169175,0.0167967023433394,0.185925899698662
"poly_vinyl_ethyl_ether_1M",NA,"Yes",8,0,"-233.6634482",-233.556087,-233.557259,-233.561184,-233.518225,-233.519388,-233.52324,73.805,7.35,90.537,22.646,79.687,0.070365,-0.454924,48.4897333333333,-31.4956666666667,1.80379320340989,0.0244399864969839,0.245414041280258
"poly_vinyl_trifluoroacetate_1M",NA,"Yes",8,0,"-605.4102618",-605.350211,-605.351096,-605.354197,-605.304101,-605.304851,-605.308174,83.241,7.62,66.024,30.81,97.046,0.092858,-0.465518,48.3273333333333,-44.7046,1.42511152198416,0.0171203075645914,0.18702250944674
