"chemical","error","Stat_Pt","Jobs","imag","HF","Gibbs_Gas","Gibbs_Water","Gibbs_Oct","Enthalpy_Gas","Enthalpy_Water","Enthalpy_Oct","Volume","Radius","Etherm","Cv","S","qp","qm","alpha_avg","quad_avg","log_Kow","kow_vol","kow_rad"
"poly_1_2_butadiene_2M",NA,"Yes",8,0,"-313.2383001",-313.074589,-313.071737,-313.079593,-313.027959,-313.025258,-313.033096,112.128,8.31,131.398,35.813,98.14,0.139208,-0.362998,85.0862666666667,-51.6871666666667,3.61034379769702,0.0321984142916757,0.434457737388329
"poly_1_butene_2M",NA,"Yes",8,0,"-315.7093348",-315.498512,-315.494225,-315.503784,-315.450231,-315.445967,-315.455398,103.786,8.13,161.997,39.314,101.616,0.062139,-0.297948,86.0438,-55.0229,4.39298324366809,0.042327320097779,0.540342342394599
"poly_1_hexene_2M",NA,"Yes",8,0,"-472.9650688",-472.649569,-472.644543,-472.657919,-472.586253,-472.580811,-472.594509,199.886,9.88,237.118,58.756,133.26,0.066029,-0.303734,130.815333333333,-81.9415,6.14714341114426,0.0307532464061728,0.622180507200836
"poly_1_pentene_2M",NA,"Yes",8,0,"-394.3376287",-394.074858,-394.07003,-394.081871,-394.018721,-394.013783,-394.025408,158.286,9.21,199.525,49.095,118.151,0.060581,-0.282517,108.6637,-68.3458333333333,5.44171090994447,0.0343789779888586,0.590848090113406
"poly_2_3_3_3_tetrafluoropropylene_2M",NA,"Yes",8,0,"-1030.9896983",-1030.903405,-1030.901655,-1030.909191,-1030.84718,-1030.845273,-1030.852769,111.4,8.3,88.839,48.577,118.334,0.126243,-0.360134,64.7534333333333,-77.1391333333333,3.46328295057208,0.0310887158938247,0.417263006093021
"poly_2_heptyl_acrylate_2M","DNF","Yes",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_2_octyl_acrylate_2M","DNF","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_3_cyclopentyl_1_propene_2M",NA,"Yes",8,0,"-627.7924678",-627.409029,-627.403576,-627.419593,-627.338594,-627.334049,-627.349964,214.901,10.1,284.217,67.871,148.242,0.063572,-0.337345,164.822,-104.745066666667,7.36085496529978,0.0342523067147188,0.72879752131681
"poly_3_methyl_1_butene_2M",NA,"Yes",8,0,"-394.3337574",-394.070267,-394.064838,-394.075591,-394.015567,-394.010319,-394.021165,136.143,8.8,199.075,50.149,115.127,0.078972,-0.335104,107.4457,-68.3613,4.94170402959429,0.0362978928743622,0.56155727609026
"poly_4_cyclohexyl_1_butene_2M",NA,"Yes",8,0,"-785.0560082",-784.55743,-784.552282,-784.571606,-784.481062,-784.476008,-784.494988,258.196,10.67,360.192,85.622,160.73,0.063587,-0.301772,207.040666666667,-131.528133333333,8.88063690766323,0.0343949437933323,0.832299616463283
"poly_acrylonitrile_2M",NA,"Yes",8,0,"-342.9329392",-342.835991,-342.848011,-342.85056,-342.792211,-342.804167,-342.806703,89.888,7.79,87.716,30.262,92.142,0.083605,-0.448938,66.5037666666667,-46.8557666666667,1.17143156062637,0.0130321239834724,0.150376323572063
"poly_butylene_succinate_2M","DNF","Yes",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_chloroprene_2M",NA,"Yes",8,0,"-1232.4444291",-1232.30417,-1232.305753,-1232.315482,-1232.249857,-1232.251938,-1232.261673,128.392,8.65,121.503,42.909,114.311,0.117283,-0.294033,108.019133333333,-72.0746666666667,4.47110931865342,0.0348238933785082,0.516891250711378
"poly_dodecyl_methacrylate_2M","DNF","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_ethyl_acrylate_2M",NA,"Yes",8,0,"-692.8413771",-692.611006,-692.620436,-692.62476,-692.546485,-692.555776,-692.56024,156.796,9.18,184.455,58.154,135.794,0.099066,-0.49346,115.672666666667,-78.2285333333333,1.98715969720252,0.012673535659089,0.216466197952344
"poly_ethyl_methacrylate_2M",NA,"Yes",8,0,"-771.4561317",-771.170956,-771.179903,-771.185625,-771.101997,-771.11154,-771.117093,183.58,9.63,221.631,69.329,145.136,0.085539,-0.485452,136.152666666667,-89.6159333333333,2.6296317732156,0.0143241735113607,0.273066643116884
"poly_ethylene_2M",NA,"Yes",8,0,"-158.4580435",-158.353234,-158.350114,-158.355981,-158.318522,-158.315405,-158.321273,64.66,7.08,86.959,19.494,73.057,0.05882,-0.240583,44.0899333333333,-28.2548666666667,2.69626871959806,0.0416991759913094,0.380828915197467
"poly_ethylene_terephthalate_2M",NA,"Yes",8,0,"-1374.8183593",-1374.52478,-1374.549911,-1374.552782,-1374.435708,-1374.461709,-1374.46371,288.678,11.04,239.525,95.042,187.469,0.359624,-0.508461,241.272333333333,-163.167666666667,1.31941153804372,0.00457053027263497,0.119511914677873
"poly_heptafluoropropyl_ethylene_2M",NA,"Yes",8,0,"-1783.6504365",-1783.513325,-1783.503335,-1783.515275,-1783.432107,-1783.423977,-1783.435877,181.796,9.6,136.411,84.03,170.937,0.097883,-0.330484,108.250733333333,-136.5011,5.48720785947093,0.0301833255928124,0.571584152028222
"poly_hexafluoropropylene_2M",NA,"Yes",8,0,"-1427.8977195",-1427.847039,-1427.842134,-1427.849718,-1427.784038,-1427.779402,-1427.787072,122.172,8.53,70.744,58.266,132.597,0.155839,-0.171422,66.1048,-96.6154333333333,3.48534207758988,0.02852815765961,0.408598133363409
"poly_isobutyl_acrylate_2M",NA,"Yes",8,0,"-850.0978719",-849.76207,-849.770215,-849.779633,-849.684055,-849.691846,-849.700339,224.569,10.23,259.082,78.732,164.195,0.114602,-0.509424,158.817333333333,-105.975433333333,4.32818455787044,0.0192732948798385,0.423087444562115
"poly_isobutyl_methacrylate_2M",NA,"Yes",8,0,"-928.7175424",-928.325775,-928.333926,-928.343656,-928.244445,-928.252276,-928.262312,239.582,10.43,296.28,89.749,171.172,0.0914,-0.528269,179.073,-117.329066666667,4.47156888385187,0.0186640435585807,0.428721848883209
"poly_isobutylene_2M",NA,"Yes",8,0,"-315.7068926",-315.495684,-315.491266,-315.50013,-315.449054,-315.444528,-315.453322,128.453,8.65,161.204,40.807,98.142,0.071392,-0.378438,85.2898333333333,-55.0162,4.07358546624637,0.0317126533926523,0.470934735982239
"poly_isoprene_2M",NA,"Yes",8,0,"-391.8823999",-391.66728,-391.664313,-391.674246,-391.612455,-391.609548,-391.619433,150.426,9.07,168.801,46.952,115.389,0.134903,-0.454058,109.694133333333,-63.6234333333333,4.56486060876643,0.0303462207913953,0.50329223911427
"poly_isopropyl_methacrylate_2M",NA,"Yes",8,0,"-850.0984213",-849.760939,-849.768342,-849.776303,-849.685707,-849.693318,-849.701525,216.061,10.11,258.39,80.712,158.339,0.103465,-0.542743,157.308666666667,-100.911566666667,3.65859813817907,0.016933172290136,0.361879143242242
"poly_methyl_acrylate_2M",NA,"Yes",8,0,"-614.2038359",-614.02696,-614.03708,-614.038546,-613.968726,-613.978046,-613.979939,136.677,8.82,146.941,48.624,122.565,0.114104,-0.511028,93.6809666666667,-66.3044333333333,0.673722506059455,0.00492930417011974,0.0763857716620698
"poly_methyl_methacrylate_2M",NA,"Yes",8,0,"-692.8243014",-692.594582,-692.60488,-692.608265,-692.530061,-692.543272,-692.546797,160.531,9.25,184.046,59.933,135.797,0.090042,-0.507757,113.984,-83.2944,1.55562802381962,0.00969051475303599,0.168176002575094
"poly_n_butyl_acrylamide_2M",NA,"Yes",8,0,"-810.3604778",-810.001991,-810.02483,-810.030366,-809.920169,-809.944151,-809.949194,220.65,10.18,275.705,80.287,172.209,0.330285,-0.650099,168.301666666667,-105.869333333333,2.54415265581263,0.0115302635658855,0.249916763832282
