"chemical","error","Stat_Pt","Jobs","imag","HF","Gibbs_Gas","Gibbs_Water","Gibbs_Oct","Enthalpy_Gas","Enthalpy_Water","Enthalpy_Oct","Volume","Radius","Etherm","Cv","S","qp","qm","alpha_avg","quad_avg","log_Kow","kow_vol","kow_rad"
"poly_vinyl_ethyl_ether_2M",NA,"Yes",8,0,"-466.126372",-465.911435,-465.915485,-465.921488,-465.856149,-465.8599,-465.866051,134.227,8.77,168.975,45.966,116.36,0.093901,-0.466293,95.4140333333333,-58.5450666666667,2.75876957963857,0.0205530152624924,0.314568937244991
"poly_vinyl_n_decyl_ether_2M",NA,"Yes",8,0,"-1095.1459287",-1094.509222,-1094.508753,-1094.53257,-1094.396378,-1094.395888,-1094.419116,344.459,11.66,469.758,123.143,237.501,0.084525,-0.484703,271.919333333333,-160.726833333333,10.9454631147832,0.0317758081942502,0.93871896353201
"poly_vinyl_n_hexyl_ether_2M",NA,"Yes",8,0,"-780.6362041",-780.210287,-780.213063,-780.226708,-780.126286,-780.127934,-780.142648,255.603,10.64,319.386,84.515,176.793,0.07719,-0.485839,182.886,-109.746866666667,6.27076643578666,0.0245332270583157,0.58935774772431
"poly_vinyl_n_octyl_ether_2M",NA,"Yes",8,0,"-937.8910699",-937.35953,-937.360041,-937.37847,-937.261336,-937.261914,-937.280819,327.98,11.48,394.572,103.826,206.666,0.082261,-0.4875,227.291666666667,-135.070533333333,8.46932610076557,0.0258226907151825,0.737746176024875
"poly_vinyl_n_pentyl_ether_2M",NA,"Yes",8,0,"-702.0087578",-701.635737,-701.637937,-701.65062,-701.558753,-701.560891,-701.573586,204.063,9.94,281.79,74.865,162.026,0.080603,-0.479938,160.727,-98.2261333333333,5.82866476404107,0.0285630651516496,0.586384785114796
