Training Loss,Validation Loss
0.6016598592201868,0.9277261197566986
0.2840867800017198,0.5161190976699194
0.2053795506556829,0.29691822826862335
0.1681087420632442,0.23058881362279257
0.13656324427574873,0.2168064887324969
0.12877754991253218,0.20372583717107773
0.11234373754511277,0.1960487738251686
0.09956837197144826,0.18743949383497238
0.09936208929866552,0.18606356034676233
0.09388730178276698,0.18424403170744577
0.09530764073133469,0.18169497201840082
0.08012813112388055,0.16010638574759165
0.07189191536357005,0.17798045029242834
0.06753834243863821,0.16721977045138678
0.06696258795758088,0.1615824674566587
0.05937494601433476,0.15073996409773827
0.0638553084184726,0.15959728633364043
0.058621579936395087,0.15779908994833627
0.05678894960631927,0.1555080289642016
0.05182466981932521,0.15753489981094995
0.05150763333464662,0.15985994413495064
0.04574121410648028,0.14361019432544708
0.04585061346491178,0.14981108903884888
0.04609330045059323,0.1487550549209118
0.04476759225750963,0.14958864947160086
0.048399563102672495,0.15705117334922156
0.045998397671307124,0.1500567557911078
0.044347656735529505,0.1516882429520289
0.04708869056776166,0.15069214006265005
0.04368352090629438,0.14556209246317545
0.042436894650260605,0.15302948405345282
0.04230025767659148,0.1476564109325409
0.0374439926041911,0.14608779922127724
0.03833763968820373,0.14811808740099272
0.03903763857670128,0.14627369741598764
0.0355805188883096,0.137121411661307
0.033759188915913306,0.14426452790697417
0.030944462167099118,0.1410940152903398
0.030978811361516517,0.13740434497594833
0.032482178804154195,0.1491725593805313
0.034385016576076545,0.14038926735520363
0.02934163420771559,0.1370984179278215
0.03571476616586248,0.14387036735812822
0.029258041487385828,0.1447847659389178
0.029237203222389024,0.14007017264763513
0.030746112189566095,0.13291262338558832
0.02960620781717201,0.1385076716542244
0.030200119751195114,0.13303736224770546
0.028313407907262444,0.13494044169783592
0.02924796085183819,0.14560176183780035
0.029086346039548516,0.14041350657741228
0.030065915547311306,0.13761198644836745
0.029043420605982345,0.14094633733232817
0.03354677224221329,0.14003966127832732
0.028376415139064193,0.1339740753173828
0.028995034672940772,0.13584762066602707
0.029563873540610075,0.14106199269493422
0.02849503404771288,0.14115050931771597
0.030759090557694435,0.13391433656215668
0.02504013292491436,0.12587173779805502
0.026204641132305067,0.13565302391846976
0.025253964976097148,0.13803376505772272
0.029475873336195946,0.1387707677980264
0.027055201896776754,0.13655502224961916
0.02825590580080946,0.13284281517068544
0.025851118378341198,0.1348472237586975
0.023850389290601015,0.13179786379138628
0.02370570720328639,0.12951825683315596
0.025866888463497162,0.13131183634201685
0.02456393123914798,0.13698314130306244
0.02382272738032043,0.13389734302957854
0.026975482469424605,0.13403280327717462
0.0262220468527327,0.13157430291175842
0.029494303201014798,0.13750519727667174
0.029344937376057107,0.13148835177222887
0.02737370932785173,0.13027618452906609
0.02583390404470265,0.12365791822473209
0.023233014935006697,0.12845302745699883
0.022746597106258076,0.1312516319255034
0.02122048199332009,0.1236297997335593
0.018884731844688456,0.12745160485307375
0.020902568008750677,0.12155142302314441
0.018627892209527392,0.12488617251316707
0.022060100571252406,0.129660797615846
0.022517014799329143,0.12481905271609624
0.021941487172928948,0.12345352148016293
0.020539246771174174,0.1283545233309269
0.024389645045933623,0.13091984763741493
0.024044150137342513,0.1320265345275402
0.030637935347234208,0.13125328719615936
0.020210749042841297,0.12955452874302864
0.021163156682935853,0.12212775275111198
0.021596918581053615,0.12457618986566861
0.022908016728858154,0.13333060840765634
0.021508472428346675,0.12481692309180896
0.021672238867419463,0.12377279003461202
0.020257540008363623,0.1280479816099008
0.02145472770401587,0.1267403985063235
0.01912458644558986,0.1273224987089634
0.019441671126211684,0.12469395001729329
0.024956294568255544,0.12832931553324065
0.02641248780613144,0.1286126896739006
0.026086776206890743,0.13401785244544348
0.02209960009592275,0.12932746360699335
0.020860566990450025,0.12819596379995346
0.02162910214004417,0.12070091192921002
0.01922863438570251,0.12373057380318642
0.020770240497464936,0.12082165479660034
0.02059879732163002,0.12296824653943379
0.021504933014512062,0.12538126731912294
0.020073397899977863,0.12243711327513059
0.019737029254126053,0.12567907695968947
0.020280322642065585,0.12930828829606375
0.01778061567650487,0.12998518099387488
0.01962310230980317,0.12768833711743355
0.023922332950557273,0.12498180195689201
0.018691818074633677,0.11658878376086552
0.01634085822540025,0.12220325817664464
0.02089480368886143,0.12263548498352368
0.016172759622956317,0.12341889490683873
0.01758547321272393,0.12343862776954968
0.02369607682339847,0.13134577373663583
0.02047777750218908,0.12505869815746942
0.023134201338204246,0.12497628604372342
0.025853183508540194,0.1263421798745791
0.021093954953054588,0.1274455562233925
0.022798352836010356,0.12518738706906637
0.020799092560385663,0.12302075450619061
0.021930819066862266,0.12374552463491757
0.018224399265212316,0.1197890651722749
0.021877272132163245,0.1257022569576899
0.02596682484727353,0.13031271969278654
0.024457918286013108,0.12319394573569298
0.02375234690650056,0.12748048454523087
0.022018494239697855,0.12120979527632396
0.026039828003073733,0.13351037353277206
0.032886478739480175,0.13059274603923163
0.027266589924693108,0.13489898418386778
0.028261882485821843,0.12939978515108427
0.026994624563182395,0.12962312996387482
0.03276830352842808,0.15235376730561256
0.04334975794578592,0.144427673270305
0.04370632263210913,0.16517271101474762
0.04469012934714556,0.15401367098093033
0.03328440819556514,0.14633537083864212
0.029153210499013465,0.13512524714072546
0.026166334204996627,0.12629187355438867
0.026439434111428756,0.12875710303584734
0.02568987535778433,0.1287925566236178
0.02125134369513641,0.13075792292753854
0.020812564335453015,0.1256356214483579
0.021985351496065658,0.12803422038753828
0.01849933814567824,0.1291515218714873
0.01704508954814325,0.12932700167099634
0.01895731621577094,0.12797655165195465
0.02208645063607643,0.12212192267179489
0.01808556157629937,0.12447354197502136
0.016380078974179924,0.12113626797993977
0.016387727460823953,0.11803228532274564
0.015575388718085984,0.12483528380592664
0.015434551130359372,0.12067640696962674
0.015126786194741726,0.12079896777868271
0.015125074656680226,0.12166229014595349
0.015467220063631734,0.12123265489935875
0.015707028408845265,0.12604677925507227
0.01662846903006236,0.12621759250760078
0.014701427756032595,0.11935291439294815
0.014580168838923177,0.11806117122371991
0.0140214702890565,0.12137305239836375
0.012936311618735393,0.1223276083668073
0.013263507455121726,0.12236836180090904
0.015544991202962896,0.12261106943090756
0.01390603780358409,0.11905421937505405
0.015559806061598161,0.12109862516323726
0.019698010408319533,0.12143476059039433
0.018992803952035803,0.1232880987226963
0.017906903172843158,0.12764670451482138
0.01776461706807216,0.12755789731939635
0.014125754901518425,0.12673711900909743
0.01396742653256903,0.12818951780597368
0.012708654064529886,0.12621708338459334
0.016253724228590727,0.118954598903656
0.012502362680000564,0.11787366742889087
0.013570813248710087,0.1250995211303234
0.01668288294846813,0.12716086581349373
0.022056854019562405,0.12180672337611516
0.01688159299859156,0.12694274882475534
0.024776284776938457,0.12232618903120358
0.022154234582558274,0.1322955054541429
0.024673565446088713,0.138786764194568
0.024545974951858323,0.13654684523741403
0.02420550712849945,0.13159352416793504
0.017383652622811496,0.12575977419813475
0.01859346152438472,0.12748094027241072
0.018346772335159283,0.12455027053753535
0.018725161751111347,0.13467791303992271
0.021275582335268457,0.126020768036445
0.01946069428231567,0.12886200721065202
0.021471539279446006,0.13489854956666628
0.018404158724782366,0.13590294743577638
0.028682099538855255,0.14706270024180412
0.03277539950795472,0.1548385334511598
0.05197798220130304,0.17194602141777673
0.06053179673229655,0.16982666154702505
0.07319874813159306,0.179067000746727
0.07127788538734119,0.1700067495306333
0.06663273849214117,0.15317193667093912
0.05185166016841928,0.14554939419031143
0.04258513613604009,0.139382171134154
0.02973617931517462,0.1246716355284055
0.028634603523338836,0.13373922308286032
0.024423979533215363,0.13665044059356055
0.02051094511989504,0.12882963940501213
0.020812503915900987,0.13124313205480576
0.019324233949494857,0.1261498456199964
0.021077345591038465,0.12441799292961757
0.015752332867123187,0.12131110082070033
