Training Loss,Validation Loss
0.7363273104031881,0.9681546489397684
0.4009193703532219,0.9973836541175842
0.48386623958746594,0.9712092081705729
0.3496144513289134,0.9867434899012247
0.34405644486347836,1.1349316438039143
0.40793730566898984,4.4571560223897295
0.31804511696100235,1.4133878946304321
0.3833823601404826,1.1350684960683186
0.3334685191512108,1.0127246777216594
0.5881658146778742,37.994441986083984
0.37381164729595184,3.5777370929718018
0.34736524770657223,1.2474312980969746
0.32610322038332623,3.6631229718526206
0.3834872792164485,0.9280920227368673
0.3349194849530856,1.3474550247192383
0.4157233461737633,0.9329450925191244
0.35678984348972637,34.94731903076172
0.3204694514473279,0.9415903091430664
0.37696097046136856,1.1219246983528137
0.5505374992887179,1.213428298632304
0.6943144823114077,1.3177266120910645
0.40587883690992993,0.9093426664670309
0.5604101121425629,4.471771876017253
0.3961006999015808,0.7290733853975931
0.37475085506836575,0.9495154420534769
0.5606732840339342,24.848519961039226
0.426728551586469,5.602970282236735
0.3992067699631055,1.1993160645167034
0.3472619404395421,1.1137582659721375
0.33216272791226703,1.1176660060882568
0.37918757398923236,1.5331489245096843
0.3190690390765667,1.0306975444157918
0.32917142411073047,1.0640547672907512
0.3715292488535245,0.41836169362068176
0.4255714664856593,1.179427166779836
0.3651975716153781,2.2641565799713135
0.34244756897290546,6.461175123850505
0.32742104182640713,0.9171857833862305
0.3728669707973798,0.6817475358645121
0.3737417633334796,1.1819167137145996
0.3395657241344452,1.010335922241211
0.46832755704720813,19.974008560180664
0.32077588389317196,1.112002193927765
0.44665177414814633,0.6986132860183716
0.4953995297352473,2.7945500214894614
0.38775092115004856,1.756771723429362
0.38162195682525635,1.019839922587077
0.5269617835680643,1.013986627260844
0.46036237229903537,0.9613887270291647
0.36994684239228565,0.9527398943901062
0.34451670447985333,1.0727032621701558
0.3321989377339681,0.9879291454950968
0.3237411951025327,0.9075001875559489
0.3551328678925832,2.7614718675613403
0.28469747429092723,1.5911696751912434
0.317844125131766,3.558463970820109
0.3097899779677391,6.051421642303467
0.40676183501879376,3.8306976159413657
0.35831425835688907,1.9098084370295207
0.3816690891981125,1.4083454608917236
0.35553078353405,1.2117849787076314
0.3583214779694875,1.1164692441622417
0.3290894602735837,4.760538101196289
0.3798678244153659,5.74142058690389
0.3606102143724759,2.8347996870676675
0.4436915988723437,54.309338887532554
0.3554327264428139,14.071756998697916
0.6503457625706991,669.7200113932291
0.45685989409685135,184.3781280517578
0.3838066980242729,0.8458220561345419
0.3388336996237437,1.3262717723846436
0.3168047269185384,1.044978658358256
0.5493166546026865,1.4562781651814778
0.43764520436525345,1.04425052801768
0.356724018851916,1.6364411513010662
0.32492702702681225,1.0771600405375164
0.5101709465185801,23.720664024353027
0.401366725564003,4.058901468912761
0.341770276427269,1.2262235879898071
0.3096683869759242,1.0173754294713337
0.35685936113198596,0.9668095906575521
0.36812469363212585,1.4615548054377239
0.6103837539752325,21.573706944783527
0.3852471013863881,1.8602203130722046
0.7534965127706528,1.110096534093221
0.5339260150988897,9.780728975931803
0.38410644233226776,3.0734620889027915
0.33977509786685306,0.7750358382860819
0.3985550006230672,13.030231475830078
0.3859340026974678,1.3833664258321126
0.41654248535633087,2.1612744331359863
0.47094064950942993,1.0281720757484436
0.49824731796979904,3.6781473954518638
0.40917672713597614,1.3420053323109944
0.35346876581509906,8.701987266540527
0.3753401165207227,2.49853785832723
0.6065083369612694,0.840673049290975
0.4149480511744817,1.1634312470753987
0.6601444805661837,1.1764760414759319
0.5030327464143435,0.899657150109609
0.5633055542906126,5.278281211853027
0.7044033457835516,0.97901451587677
0.4979163308938344,2.2317221959431968
0.4903334428866704,5.860177199045817
0.38690633575121564,1.3310825030008953
0.38251545031865436,4.261603355407715
0.36605310440063477,1.2511178255081177
0.6788070698579153,17.038441975911457
0.4327596326669057,7.993358929951985
0.45117995142936707,0.5882787505785624
1.1452773014704387,1.1883426904678345
0.6709166665871938,12.47900358835856
0.4956273486216863,0.8649440805117289
0.46215642740329105,1.5178770621617634
0.7688757479190826,0.9363018274307251
0.5150741388400396,0.8232282002766927
0.39515379319588345,2.605295181274414
0.5664864107966423,1.1515838901201885
0.5599741240342458,1.0613749027252197
0.49876318126916885,1.3088235259056091
0.4137667467196782,2.9464383125305176
0.44432998448610306,0.9748180111249288
0.4742387483517329,1.0115709106127422
0.4795324504375458,2.07394802570343
0.4184623137116432,1.5549383163452148
0.40671082337697345,8.294230937957764
0.47371377299229306,3.709125836690267
0.3827563325564067,4.157481511433919
0.4546687677502632,1.6421696345011394
0.5445198739568392,2.8746979236602783
0.5632616678873698,0.9698517322540283
0.4050944869716962,1.048068682352702
0.39351316293080646,1.3659478227297466
0.49974246074755985,0.8411043087641398
